show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;note
80190283;movie;acts of vengeance;isaac florentine;antonio banderas, karl urban, paz vega, robert forster, clint dyer, cristina serafini, lillian blankenship, atanas srebrev, mark rhino smith;bulgaria, united states;january 25, 2018;2017;r;87 min;action & adventure, international movies;devastated by the murder of his wife and child, a formerly fast-talking lawyer takes a vow of silence and trains himself for a mission of revenge.;5,7 based on 9 305 user ratings
80148920;movie;o silãªncio do cã©u;marco dutra;leonardo sbaraglia, carolina dieckmann, chino darã­n, alvaro armand ugon, mirella pascual, roberto suã¡rez, paula cohen, dylan cortes, priscila bellora, gabriela freire, marã­a mendive;brazil;january 25, 2017;2016;tv-ma;102 min;dramas, international movies;after being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge.;7,6 based on 5 user ratings
80226612;tv show;conversations with a killer: the ted bundy tapes;nan;nan;united states;january 24, 2019;2019;tv-ma;1 season;crime tv shows, docuseries;present-day interviews, archival footage and audio recordings made on death row form a searing portrait of notorious serial killer ted bundy.;7,8 based on 20 460 user ratings
80233925;movie;hotel transylvania 3: summer vacation;genndy tartakovsky;adam sandler, selena gomez, kevin james, kathryn hahn, andy samberg, david spade, steve buscemi, fran drescher, molly shannon, mel brooks, keegan-michael key;united states;january 24, 2019;2018;pg;97 min;children & family movies, comedies;it's love at first sight for dracula when he meets ericka, the charming but mysterious captain of the monster cruise that mavis plans for the family.;6,3 based on 52 032 user ratings
81021098;movie;just love;andy caballero, diego corsini;franco masini, yamila saud, victorio d'alessandro, andrea frigerio, gerardo romano, bautista lena, josefina ramã­rez, noel schajris, diana hernã¡ndez, daniela aita;argentina;january 24, 2019;2018;tv-ma;96 min;dramas, international movies, music & musicals;inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame.;
80194737;movie;blockbuster;july hygreck;syrus shahidi, lionel abelanski, charlotte gabris, tom hygreck, sylvain quimene, laura boujenah, foed amara;france;january 24, 2018;2017;tv-ma;85 min;comedies, independent movies, international movies;dumped over a video he made to amuse his ailing dad, a heartsick jã©rã©my hatches an elaborate scheme to win back his superhero-loving girlfriend, lola.;5,5 based on 389 user ratings
80214406;tv show;prison playbook;nan;hae-soo park, kyung-ho jung, dong-il sung, krystal jung, soo-jeong ye, jae-sung jung, hoon-jin lee, kyoo-hyung lee, ho-cheol lee, chang-hwan ahn, kyung-nam kim;south korea;january 24, 2018;2017;tv-ma;1 season;international tv shows, korean tv shows, tv comedies;with his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.;8,3 based on 1 064 user ratings
80192062;movie;ricardo quevedo: hay gente asã­;raãºl campos, jan suter;ricardo quevedo;colombia;january 24, 2018;2018;tv-ma;59 min;stand-up comedy;droll comic ricardo quevedo hits bogotã¡ with a set that touches on embarrassing misunderstandings, sex talk, the thrill of being scared and more.;6,5 based on 89 user ratings
80193614;movie;the good catholic;paul shoulberg;zachary spicer, wrenn schmidt, danny glover, john c. mcginley;united states;january 24, 2018;2017;pg-13;97 min;comedies, dramas, romantic movies;a young priestâ€™s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.;5,3 based on 847 user ratings
80117453;movie;cristela alonzo: lower classy;marcus raboy;cristela alonzo;united states;january 24, 2017;2017;tv-ma;67 min;stand-up comedy;the irrepressible alonzo skewers latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.;6,3 based on 731 user ratings
70296733;movie;mitt;greg whiteley;mitt romney;united states;january 24, 2014;2014;tv-pg;93 min;documentaries;the real mitt romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.;6,9 based on 2 412 user ratings
81026192;tv show;innocent;seren yã¼ce;ali atay, haluk bilginer, nur sã¼rer, okan yalabä±k, tã¼lin ã–zen, serkan keskin, bartu kã¼ã§ã¼kã§aäÿlayan, irem altug, mehmet ã–zgã¼r, merve ates, defne halman, cem zeynel kiliã§, esra kizildogan;turkey;january 23, 2019;2017;tv-ma;1 season;crime tv shows, international tv shows, tv dramas;in a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.;7,4 based on 2 251 user ratings
70109891;movie;planet 51;jorge blanco;dwayne johnson, jessica biel, justin long, gary oldman, seann william scott, john cleese, freddie benedict, alan marriott, mathew horne, james corden;spain, united kingdom, united states;january 23, 2019;2009;pg;91 min;children & family movies, comedies, sci-fi & fantasy;after landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.;6,0 based on 49 491 user ratings
80003479;movie;iceman;law wing-cheong;donnie yen, wang baoqiang, shengyi huang, yu kang, simon yam, lam suet, singh hartihan bitto, mark wu;china, hong kong;january 23, 2018;2014;r;104 min;action & adventure, international movies, sci-fi & fantasy;four hundred years after they were frozen in time, a ming dynasty guard and his three pursuers are defrosted to continue their ancient battle.;6,8 based on 68 616 user ratings
80163053;movie;my entire high school sinking into the sea;dash shaw;jason schwartzman, lena dunham, reggie watts, maya rudolph, susan sarandon, thomas jay ryan, alex karpovsky, louisa krause, john cameron mitchell, matthew maher;united states;january 23, 2018;2016;pg-13;77 min;comedies, independent movies;after an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars.;6,0 based on 941 user ratings
80208684;movie;todd glass: act happy;scott moran;todd glass;united states;january 23, 2018;2018;tv-ma;63 min;stand-up comedy;try to keep up as comedian todd glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a kit kat.;5,0 based on 326 user ratings
80124680;movie;gad gone wild;mario rouleau;gad elmaleh;france;january 23, 2017;2017;tv-ma;57 min;stand-up comedy;french comic gad elmaleh regales a montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the u.s.;6,8 based on 317 user ratings
80073486;tv show;chelsea does;nan;chelsea handler;united states;january 23, 2016;2016;tv-ma;1 season;docuseries, science & nature tv;in a provocative documentary series, comedian chelsea handler confronts personal and cultural hang-ups around four topics that fascinate her.;7,2 based on 2 297 user ratings
70302480;movie;iliza shlesinger: freezing hot;nan;iliza shlesinger;nan;january 23, 2015;2015;tv-ma;72 min;stand-up comedy;smart and brazen comedian iliza shlesinger applies her fresh, laugh-out-loud perspective to the universal struggles between men and women.;6,9 based on 2 128 user ratings
80175405;movie;countdown to death: pablo escobar;santiago diaz, pablo martin farina;nan;nan;january 22, 2018;2017;tv-ma;69 min;documentaries, international movies;through rare interviews, images and wiretap audio, this documentary reconstructs the last nine years of colombian drug lord pablo escobar's life.;6,5 based on 65 user ratings
80175290;tv show;the traffickers;nan;nelufar hedayat;united states;january 22, 2018;2016;tv-ma;1 season;crime tv shows, docuseries;in this hard-hitting series, journalist nelufar hedayat travels the globe to expose an array of black markets, from guns and gold to human body parts.;6,3 based on 605 user ratings
80214777;movie;where's the money;scott zabielski;andrew bachelor, kat graham, mike epps, terry crews, method man, logan paul, allen maldonado, josh brener, devon werkheiser, retta;united states;january 22, 2018;2017;r;86 min;comedies;hunting for a stash of stolen money, a sharp-witted slacker from south central los angeles infiltrates an all-white college fraternity.;5,1 based on 1 643 user ratings
80079427;movie;ricardo o'farrill abrazo genial;raãºl campos, jan suter;ricardo o'farrill;mexico;january 22, 2016;2016;tv-ma;92 min;stand-up comedy;ricardo o'farrill brings his sharp, observational humor to the stage with a relentless sarcasm and specific mexican sensibility. prepare for mockery.;5,7 based on 96 user ratings
81026986;tv show;justice;ahmed khaled moussa;fatima al taei, mansoor alfeeli, malak al khalidi, khalifa albhri, nivin madi, mohammed alamry, bilal abdullah, abdullah almaqbali, alaa shaker, abdullah bin haidar, humaid alawadi;united arab emirates;january 21, 2019;2018;tv-14;1 season;crime tv shows, international tv shows, tv dramas;defying pressure to join her father's firm, a determined young lawyer strikes out on her own and fights to maintain faith in abu dhabi's justice system.;6,3 based on 49 952 user ratings
80216146;tv show;love and hong kong;nan;eiko koike, ryo yoshizawa, fumika baba, moga mogami, tomo yanagishita, kaoru nagata, ryo iwamatsu;japan;january 20, 2018;2017;tv-14;1 season;international tv shows, romantic tv shows, tv dramas;the lives of five strangers become intertwined forever when a starlet filming a documentary is kidnapped on the streets of hong kong.;6,3 based on 15 user ratings
80149575;movie;caida del cielo;nã©stor sã¡nchez sotelo;muriel santa ana, peto menahem, hã©ctor dã­az, sebastiã¡n wainraich, karina k., hernã¡n jimã©nez, fabiã¡n forte, verã³nica intile;argentina;january 20, 2017;2016;nr;78 min;comedies, international movies, romantic movies;when julia literally falls into alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together.;5,3 based on 213 user ratings
80144448;movie;pink;aniruddha roy chowdhury;tapsee pannu, kirti kulhari, andrea tariang, amitabh bachchan, piyush mishra, angad bedi, vijay varma, raashul tandon, tushar pandey, dhritiman chatterjee, mamata shankar;india;january 20, 2017;2016;nr;130 min;dramas, international movies;a sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges india's rape culture.;8,1 based on 36 487 user ratings
80100936;movie;take the 10;chester tam;josh peck, tony revolori, kevin corrigan, chester tam, andy samberg, stella maeve, jordan rock, carlos alazraqui, fred armisen;united states;january 20, 2017;2017;tv-ma;80 min;comedies;two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.;4,7 based on 2 611 user ratings
80192420;movie;half girlfriend;mohit suri;arjun kapoor, shraddha kapoor, vikrant massey, seema biswas, rhea chakraborty, sujata sehgal, anisa butt;india;january 2, 2020;2017;tv-pg;129 min;dramas, international movies, romantic movies;small-town madhav falls for big-city riya and wants her to be his girlfriend. but she views their relationship differently, and suggests a compromise.;4,4 based on 5 899 user ratings
81160763;tv show;sex, explained;nan;janelle monã¡e;united states;january 2, 2020;2020;tv-ma;1 season;docuseries, science & nature tv;from the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.;6,9 based on 1 729 user ratings
81054827;tv show;thieves of the wood;nan;matteo simoni, tom van dyck, stef aerts, anne-laure vandeputte, jeroen perceval, charlotte timmers, dirk roofthooft, anemone valcke;belgium;january 2, 2020;2019;tv-ma;1 season;international tv shows, tv action & adventure, tv dramas;charismatic highwayman jan de lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century flanders.;6,7 based on 1 309 user ratings
81020692;tv show;dã©jã  vu;nan;mandy wei, yao yuan hao, wang si ping, yang zheng, jenna wang, nylon chen;nan;january 2, 2019;2013;tv-14;1 season;international tv shows, romantic tv shows, tv dramas;after losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her â€“ but at a great price.;7,1 based on 763 user ratings
771476;movie;monty python and the holy grail;terry gilliam, terry jones;graham chapman, john cleese, eric idle, terry gilliam, terry jones, michael palin, connie booth, carol cleveland, neil innes;united kingdom;january 2, 2019;1975;pg;92 min;action & adventure, classic movies, comedies;the monty python comedy clan skewers king arthur and his knights of the round table as they quest far and wide for the holy grail.;8,2 based on 486 840 user ratings
